index,store,sido,gungu,store_address
1014,석산,경상남도,양산시,경남 양산시 동면 금산리 1422-14
1015,중앙,경상남도,양산시,경남 양산시 중부동 684-6
1016,증산,경상남도,양산시,경남 양산시 물금읍 가촌리 1269-3
1017,통도사,경상남도,양산시,경남 양산시 하북면 순지리 814-5
1018,가호,경상남도,진주시,경남 진주시 가좌동 1431-2
1019,금산,경상남도,진주시,경남 진주시 금산면 장사리 1022-1
1020,상대,경상남도,진주시,경남 진주시 상대동 238-3
1021,상봉중앙,경상남도,진주시,경남 진주시 중안동 2-11
1022,상평,경상남도,진주시,경남 진주시 상평동 198-43
1023,신안평거,경상남도,진주시,경남 진주시 신안동 439-7
1024,이현인사,경상남도,진주시,경남 진주시 인사동 145-5
1025,초장,경상남도,진주시,경남 진주시 초전동 1704-7
1026,칠암망경,경상남도,진주시,경남 진주시 칠암동 491-47
1027,판문평거,경상남도,진주시,경남 진주시 평거동 733-1번지
1028,하대초전,경상남도,진주시,경남 진주시 하대동 306-38
1029,혁신,경상남도,진주시,경남 진주시 충무공동 38-1 뽀빠이프라자 1층 113호
1030,남지,경상남도,창녕군,경남 창녕군 남지읍 남지리 994-7
1031,창녕,경상남도,창녕군,경남 창녕군 창녕읍 송현리 238-1
1032,문화중앙,경상남도,창원시,경남 창원시 마산합포구 중앙동2가 5-42번지
1033,월영,경상남도,창원시,경남 창원시 마산합포구 해운동 42-11
1034,자산교방,경상남도,창원시,경남 창원시 마산합포구 자산동 301-19
1035,진동,경상남도,창원시,경남 창원시 마산합포구 진동면 진동리 436
1036,창동산호,경상남도,창원시,경남 창원시 마산합포구 산호동 338-35
1037,내서삼계,경상남도,창원시,경남 창원시 마산회원구 삼계리 35-14
1038,양덕,경상남도,창원시,경남 창원시 마산회원구 양덕2동 73-35
1039,합성,경상남도,창원시,경남 창원시 마산회원구 합성2동 131-7
1040,호계,경상남도,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45
1041,회원,경상남도,창원시,경남 창원시 마산회원구 회원2동 669-4
1042,남양,경상남도,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
1043,대방,경상남도,창원시,경남 창원시 성산구 성주동 100
1044,반송,경상남도,창원시,경남 창원시 성산구 반지동 55-18
1045,사파,경상남도,창원시,경남 창원시 성산구 사파동 113-16
1046,중앙,경상남도,창원시,경남 창원시 성산구 중앙동 100-1
1047,감계,경상남도,창원시,경남 창원시 의창구 북면 감계리 246-4
1048,도계명서,경상남도,창원시,경남 창원시 의창구 도계동 396-9
1049,동읍,경상남도,창원시,경남 창원시 의창구 동읍 용잠리 371-2
1050,봉곡사림,경상남도,창원시,경남 창원시 의창구 봉곡동 132-18
1051,용지호수,경상남도,창원시,경남 창원시 의창구 용호동 73-50
1052,중동소답,경상남도,창원시,경남 창원시 의창구 서상동 666-6
1053,팔용,경상남도,창원시,경남 창원시 의창구 팔용동 183-10
1054,석동덕산,경상남도,창원시,경남 창원시 진해구 석동 139-6
1055,웅동용원,경상남도,창원시,경남 창원시 진해구 용원동 1214-11
1056,중앙,경상남도,창원시,경남 창원시 진해구 여좌동 925-40
1057,태평,경상남도,창원시,경남 창원시 진해구 수송동 12-11
1058,풍호,경상남도,창원시,경남 창원시 진해구 풍호동 305-17
1059,미수봉평,경상남도,통영시,경남 통영시 미수동 22-1번지 운하상가 115호
1060,북신무전,경상남도,통영시,경남 통영시 북신동 693-7
1061,죽림,경상남도,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호
1062,함안,경상남도,함안군,경남 함안군 가야읍 말산리 58-16
1063,함양,경상남도,함양군,경남 함양군 함양읍 용평리 773-1
1064,합천,경상남도,합천군,경남 합천군 합천읍 합천리 320-3
1065,대정,제주특별자치도,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
1066,서귀포1호,제주특별자치도,서귀포시,제주 서귀포시 동흥동 117-6
1067,서귀포명동,제주특별자치도,서귀포시,제주 서귀포시 서귀동 408-3
1068,서귀포혁신도시,제주특별자치도,서귀포시,제주 서귀포시 강정동 166-10
1069,성산일출봉,제주특별자치도,서귀포시,제주 서귀포시 성산읍 성산리 362-1
1070,중문,제주특별자치도,서귀포시,제주 서귀포시 중문동 1965-9
1071,건입,제주특별자치도,제주시,제주 제주시 일도2동 160-9
1072,노형,제주특별자치도,제주시,제주 제주시 노형동 1055-1
1073,도두해안도로,제주특별자치도,제주시,제주 제주시 도두1동 2625-4
1074,삼양화북,제주특별자치도,제주시,제주 제주시 화북1동 1023-2
1075,아라이도,제주특별자치도,제주시,제주 제주시 이도2동 1970-24
1076,애월하귀,제주특별자치도,제주시,제주 제주시 애월읍 하귀1리 167
1077,용담삼도,제주특별자치도,제주시,제주 제주시 용담2동 624-10 1층
1078,이도일도,제주특별자치도,제주시,제주 제주시 이도이동 1179-18
1079,제주1호,제주특별자치도,제주시,제주 제주시  연동 272-30
1080,탑동,제주특별자치도,제주시,제주 제주시 삼도이동 1192-22
1081,한림협재,제주특별자치도,제주시,제주 제주시 한림읍 한림리 1582-8
1082,함덕,제주특별자치도,제주시,제주 제주시 조천읍 함덕리 1004-41
